<<<<<<< HEAD
,user_id,item_id,cat_id,merchant_id,brand_id,time_stamp,action_type,label,unique_categories,unique_merchants,unique_brands,click_to_purchase_ratio,age_range,gender,unique_users,add_to_cart_to_purchase_ratio,add_to_favorites_to_purchase_ratio,interaction_count,average_time_between_interactions,clicks,add_to_cart,purchases,add_to_favorites,days_since_last_interaction,days_since_first_interaction,day_of_week,0,1,2,3,age_range_to_gender_interaction_count,ltv,previous_purchase_count,time_since_last_purchase,average_order_value,average_days_between_purchases,promo_engagement,cat_affinity,pages_viewed
330,254146,467,151,1056,1439.0,1111,0,0,0.0,3.0,0.0,260,30.0,3.0,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
331,331023,334,1208,727,2276.0,1105,0,0,0.0,3.0,0.0,63,0.0,3.3333333333333335,1,0.0,1,0,0,0,6,6,0,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
332,84047,368,1611,1816,2044.0,1001,0,0,0.0,2.0,0.0,295,18.0,0.972972972972973,1,0.0,1,0,0,0,41,41,0,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
333,21803,368,1611,1816,2044.0,1109,0,0,0.0,0.0,1.0,295,18.0,0.972972972972973,1,0.0,1,0,0,0,2,2,4,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
334,111757,371,664,962,5052.0,1111,2,0,1.0,3.0,0.0,20,3.0,3.0,2,0.0,1,0,1,0,0,0,6,1,0,1,0,2,2,2,0,1.0,0.0,1,2,2
335,111757,371,664,962,5052.0,1111,0,0,1.0,3.0,0.0,20,3.0,3.0,2,0.0,1,0,1,0,0,0,6,1,0,1,0,2,2,2,0,1.0,0.0,1,2,2
336,374252,467,151,1056,1439.0,1109,0,0,0.0,5.0,1.0,260,30.0,3.0,1,0.0,1,0,0,0,2,2,4,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
337,138228,368,1611,1816,2044.0,1111,0,1,0.0,2.0,1.0,295,18.0,0.972972972972973,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
338,57521,449,40,1102,1214.0,807,0,1,0.0,2.0,0.0,82,0.0,0.1111111111111111,1,0.0,1,0,0,0,96,96,1,2,0,0,0,2,0,1,0,0.0,0.0,0,0,1
339,326694,467,151,1056,1439.0,1111,0,1,0.0,4.0,1.0,260,30.0,3.0,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
340,112076,424,662,3432,5093.0,1111,2,0,1.0,0.0,0.0,254,0.0,1.08,1,0.0,0,0,1,0,0,0,6,1,0,1,0,2,1,1,0,1.0,0.0,1,1,0
341,83837,368,1611,1816,2044.0,1024,0,0,0.0,0.0,1.0,295,18.0,0.972972972972973,1,0.0,1,0,0,0,18,18,2,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
342,250636,424,662,3432,5093.0,1111,0,0,0.16666666666666666,0.0,0.0,254,0.0,1.08,7,0.0,6,0,1,0,0,0,6,6,0,1,0,7,7,7,0,1.0,0.0,1,7,42
343,250636,424,662,3432,5093.0,1111,2,0,0.16666666666666666,0.0,0.0,254,0.0,1.08,7,0.0,6,0,1,0,0,0,6,6,0,1,0,7,7,7,0,1.0,0.0,1,7,42
349,138560,368,1611,1816,2044.0,1111,2,0,0.2,6.0,1.0,295,18.0,0.972972972972973,6,0.8,5,0,1,0,0,4,2,4,0,0,0,6,18,18,4,1.0,-0.23529411764705882,3,18,90
350,138560,368,1611,1816,2044.0,1111,2,0,0.2,6.0,1.0,295,18.0,0.972972972972973,6,0.8,5,0,1,0,0,4,3,1,0,0,0,6,18,18,4,1.0,-0.23529411764705882,3,18,90
351,138560,368,1611,1816,2044.0,1111,2,0,0.2,6.0,1.0,295,18.0,0.972972972972973,6,0.8,5,0,1,0,0,4,6,0,0,1,0,6,18,18,4,1.0,-0.23529411764705882,3,18,90
352,138560,368,1611,1816,2044.0,1108,0,0,0.2,6.0,1.0,295,18.0,0.972972972972973,6,0.8,5,0,1,0,0,4,2,4,0,0,0,6,18,18,4,1.0,-0.23529411764705882,3,18,90
353,138560,368,1611,1816,2044.0,1108,0,0,0.2,6.0,1.0,295,18.0,0.972972972972973,6,0.8,5,0,1,0,0,4,3,1,0,0,0,6,18,18,4,1.0,-0.23529411764705882,3,18,90
354,138560,368,1611,1816,2044.0,1108,0,0,0.2,6.0,1.0,295,18.0,0.972972972972973,6,0.8,5,0,1,0,0,4,6,0,0,1,0,6,18,18,4,1.0,-0.23529411764705882,3,18,90
355,138560,368,1611,1816,2044.0,1107,0,0,0.2,6.0,1.0,295,18.0,0.972972972972973,6,0.8,5,0,1,0,0,4,2,4,0,0,0,6,18,18,4,1.0,-0.23529411764705882,3,18,90
356,138560,368,1611,1816,2044.0,1107,0,0,0.2,6.0,1.0,295,18.0,0.972972972972973,6,0.8,5,0,1,0,0,4,3,1,0,0,0,6,18,18,4,1.0,-0.23529411764705882,3,18,90
357,138560,368,1611,1816,2044.0,1107,0,0,0.2,6.0,1.0,295,18.0,0.972972972972973,6,0.8,5,0,1,0,0,4,6,0,0,1,0,6,18,18,4,1.0,-0.23529411764705882,3,18,90
367,376958,467,151,1056,1439.0,1106,0,0,0.0,4.0,1.0,260,30.0,3.0,1,0.0,1,0,0,0,5,5,1,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
368,160425,466,420,1162,4485.0,1103,0,0,0.0,4.0,0.0,7,0.0,0.0,1,0.0,1,0,0,0,8,8,5,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
369,365713,467,151,1056,1439.0,1111,0,0,0.0,0.0,1.0,260,30.0,3.0,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
370,394440,368,1611,1816,2044.0,1025,0,0,0.0,5.0,0.0,295,18.0,0.972972972972973,6,1.6,6,0,0,0,10,18,2,2,0,0,0,6,0,12,77,0.0,-0.09090909090909091,0,0,72
371,394440,368,1611,1816,2044.0,1025,0,0,0.0,5.0,0.0,295,18.0,0.972972972972973,6,1.6,6,0,0,0,10,18,3,4,0,0,0,6,0,12,77,0.0,-0.09090909090909091,0,0,72
372,394440,368,1611,1816,2044.0,1101,0,0,0.0,5.0,0.0,295,18.0,0.972972972972973,6,1.6,6,0,0,0,10,18,2,2,0,0,0,6,0,12,77,0.0,-0.09090909090909091,0,0,72
373,394440,368,1611,1816,2044.0,1101,0,0,0.0,5.0,0.0,295,18.0,0.972972972972973,6,1.6,6,0,0,0,10,18,3,4,0,0,0,6,0,12,77,0.0,-0.09090909090909091,0,0,72
378,394440,368,1611,1816,2044.0,1024,0,0,0.0,5.0,0.0,295,18.0,0.972972972972973,6,1.6,6,0,0,0,10,18,2,2,0,0,0,6,0,12,77,0.0,-0.09090909090909091,0,0,72
379,394440,368,1611,1816,2044.0,1024,0,0,0.0,5.0,0.0,295,18.0,0.972972972972973,6,1.6,6,0,0,0,10,18,3,4,0,0,0,6,0,12,77,0.0,-0.09090909090909091,0,0,72
382,242261,345,469,3085,2153.0,1111,0,0,0.2,4.0,0.0,20,0.0,0.0,6,0.0,5,0,1,0,0,0,6,5,0,1,0,6,6,6,0,1.0,0.0,1,6,30
386,242261,345,469,3085,2153.0,1111,2,0,0.2,4.0,0.0,20,0.0,0.0,6,0.0,5,0,1,0,0,0,6,5,0,1,0,6,6,6,0,1.0,0.0,1,6,30
388,340445,345,469,3085,2153.0,1111,0,0,0.0,5.0,0.0,20,0.0,0.0,2,0.0,2,0,0,0,0,0,6,2,0,0,0,2,0,2,0,0.0,0.0,0,0,4
390,95430,397,1188,4322,4131.0,1110,0,1,0.0,4.0,1.0,11,0.0,2.0,1,0.0,1,0,0,0,1,1,5,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
391,196917,477,420,1784,7936.0,1111,0,1,0.0,0.0,0.0,57,0.0,1.4,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
392,271258,368,1611,1816,2044.0,1111,0,0,0.0,0.0,1.0,295,18.0,0.972972972972973,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
393,271219,469,821,2594,6439.0,1028,0,0,0.0,0.0,1.0,13,0.0,0.0,2,0.0,2,0,0,0,14,14,6,2,0,0,0,2,0,2,0,0.0,0.0,0,0,4
395,369378,467,151,1056,1439.0,1111,0,0,0.0,3.0,0.0,260,30.0,3.0,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
396,168990,467,151,1056,1439.0,1108,0,0,0.0,3.0,0.0,260,30.0,3.0,2,0.0,2,0,0,0,3,3,3,2,0,0,0,2,0,2,0,0.0,0.0,0,0,4
398,77205,424,662,3432,5093.0,1104,0,0,0.0,6.0,0.0,254,0.0,1.08,7,1.1666666666666667,7,0,0,0,3,10,0,1,0,0,0,7,0,21,7,0.0,-0.15,0,0,147
399,77205,424,662,3432,5093.0,1104,0,0,0.0,6.0,0.0,254,0.0,1.08,7,1.1666666666666667,7,0,0,0,3,10,3,3,0,0,0,7,0,21,7,0.0,-0.15,0,0,147
400,77205,424,662,3432,5093.0,1104,0,0,0.0,6.0,0.0,254,0.0,1.08,7,1.1666666666666667,7,0,0,0,3,10,6,3,0,0,0,7,0,21,7,0.0,-0.15,0,0,147
407,77205,424,662,3432,5093.0,1105,0,0,0.0,6.0,0.0,254,0.0,1.08,7,1.1666666666666667,7,0,0,0,3,10,0,1,0,0,0,7,0,21,7,0.0,-0.15,0,0,147
408,77205,424,662,3432,5093.0,1105,0,0,0.0,6.0,0.0,254,0.0,1.08,7,1.1666666666666667,7,0,0,0,3,10,3,3,0,0,0,7,0,21,7,0.0,-0.15,0,0,147
409,77205,424,662,3432,5093.0,1105,0,0,0.0,6.0,0.0,254,0.0,1.08,7,1.1666666666666667,7,0,0,0,3,10,6,3,0,0,0,7,0,21,7,0.0,-0.15,0,0,147
410,77205,424,662,3432,5093.0,1108,0,0,0.0,6.0,0.0,254,0.0,1.08,7,1.1666666666666667,7,0,0,0,3,10,0,1,0,0,0,7,0,21,7,0.0,-0.15,0,0,147
411,77205,424,662,3432,5093.0,1108,0,0,0.0,6.0,0.0,254,0.0,1.08,7,1.1666666666666667,7,0,0,0,3,10,3,3,0,0,0,7,0,21,7,0.0,-0.15,0,0,147
412,77205,424,662,3432,5093.0,1108,0,0,0.0,6.0,0.0,254,0.0,1.08,7,1.1666666666666667,7,0,0,0,3,10,6,3,0,0,0,7,0,21,7,0.0,-0.15,0,0,147
416,77205,424,662,3432,5093.0,1101,0,0,0.0,6.0,0.0,254,0.0,1.08,7,1.1666666666666667,7,0,0,0,3,10,0,1,0,0,0,7,0,21,7,0.0,-0.15,0,0,147
417,77205,424,662,3432,5093.0,1101,0,0,0.0,6.0,0.0,254,0.0,1.08,7,1.1666666666666667,7,0,0,0,3,10,3,3,0,0,0,7,0,21,7,0.0,-0.15,0,0,147
418,77205,424,662,3432,5093.0,1101,0,0,0.0,6.0,0.0,254,0.0,1.08,7,1.1666666666666667,7,0,0,0,3,10,6,3,0,0,0,7,0,21,7,0.0,-0.15,0,0,147
419,56246,343,656,3543,3563.0,1106,0,0,0.0,2.0,0.0,4,0.0,2.0,1,0.0,1,0,0,0,5,5,1,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
420,357189,368,1611,1816,2044.0,1111,2,0,0.0,7.0,0.0,295,18.0,0.972972972972973,1,0.0,0,0,1,0,0,0,6,0,0,1,0,1,1,1,0,1.0,0.0,1,1,0
421,28984,424,662,3432,5093.0,1110,0,0,0.16666666666666666,7.0,0.0,254,0.0,1.08,7,0.16666666666666666,6,0,1,0,0,1,5,4,0,0,0,7,14,14,1,1.0,0.07692307692307693,2,14,84
422,28984,424,662,3432,5093.0,1110,0,0,0.16666666666666666,7.0,0.0,254,0.0,1.08,7,0.16666666666666666,6,0,1,0,0,1,6,2,0,1,0,7,14,14,1,1.0,0.07692307692307693,2,14,84
429,28984,424,662,3432,5093.0,1111,2,0,0.16666666666666666,7.0,0.0,254,0.0,1.08,7,0.16666666666666666,6,0,1,0,0,1,5,4,0,0,0,7,14,14,1,1.0,0.07692307692307693,2,14,84
430,28984,424,662,3432,5093.0,1111,2,0,0.16666666666666666,7.0,0.0,254,0.0,1.08,7,0.16666666666666666,6,0,1,0,0,1,6,2,0,1,0,7,14,14,1,1.0,0.07692307692307693,2,14,84
431,28984,424,662,3432,5093.0,1111,0,0,0.16666666666666666,7.0,0.0,254,0.0,1.08,7,0.16666666666666666,6,0,1,0,0,1,5,4,0,0,0,7,14,14,1,1.0,0.07692307692307693,2,14,84
432,28984,424,662,3432,5093.0,1111,0,0,0.16666666666666666,7.0,0.0,254,0.0,1.08,7,0.16666666666666666,6,0,1,0,0,1,6,2,0,1,0,7,14,14,1,1.0,0.07692307692307693,2,14,84
435,258438,451,1174,1585,3749.0,1101,0,0,0.0,0.0,1.0,4,0.0,0.0,1,0.0,1,0,0,0,10,10,3,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
436,320969,467,151,1056,1439.0,1111,0,1,0.0,4.0,0.0,260,30.0,3.0,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
437,100597,368,1611,1816,2044.0,1111,0,1,0.25,3.0,1.0,295,18.0,0.972972972972973,5,0.0,4,0,1,0,0,0,6,4,0,1,0,5,5,5,0,1.0,0.0,1,5,20
438,100597,368,1611,1816,2044.0,1111,2,1,0.25,3.0,1.0,295,18.0,0.972972972972973,5,0.0,4,0,1,0,0,0,6,4,0,1,0,5,5,5,0,1.0,0.0,1,5,20
442,8011,449,40,1102,1214.0,827,0,0,0.0,2.0,0.0,82,0.0,0.1111111111111111,1,0.0,1,0,0,0,76,76,0,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
443,267652,401,420,152,2773.0,1111,0,0,0.0,4.0,0.0,12,0.0,0.0,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
444,4471,368,1611,1816,2044.0,1111,2,0,1.0,0.0,1.0,295,18.0,0.972972972972973,2,0.0,1,0,1,0,0,0,6,1,0,1,0,2,2,2,0,1.0,0.0,1,2,2
445,4471,368,1611,1816,2044.0,1111,0,0,1.0,0.0,1.0,295,18.0,0.972972972972973,2,0.0,1,0,1,0,0,0,6,1,0,1,0,2,2,2,0,1.0,0.0,1,2,2
446,314418,373,420,121,2337.0,1106,0,1,0.0,0.0,0.0,9,0.0,0.0,1,0.0,1,0,0,0,5,5,1,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
447,128578,337,1505,1221,7734.0,1111,0,1,0.0,3.0,0.0,24,0.0,1.0,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
448,191870,477,420,1784,7936.0,1029,0,0,0.0,3.0,2.0,57,0.0,1.4,1,0.0,1,0,0,0,13,13,0,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
449,220254,424,662,3432,5093.0,1111,0,1,1.0,0.0,0.0,254,0.0,1.08,2,0.0,1,0,1,0,0,0,6,1,0,1,0,2,2,2,0,1.0,0.0,1,2,2
450,220254,424,662,3432,5093.0,1111,2,1,1.0,0.0,0.0,254,0.0,1.08,2,0.0,1,0,1,0,0,0,6,1,0,1,0,2,2,2,0,1.0,0.0,1,2,2
451,35785,467,151,1056,1439.0,1111,0,0,0.0,3.0,0.0,260,30.0,3.0,3,0.0,3,0,0,0,0,0,6,3,0,0,0,3,0,3,0,0.0,0.0,0,0,9
454,176132,462,786,4726,3188.0,1111,0,0,1.0,2.0,0.0,16,0.0,1.3333333333333333,2,0.0,1,0,1,0,0,0,6,1,0,1,0,2,2,2,0,1.0,0.0,1,2,2
455,176132,462,786,4726,4337.0,1111,2,0,1.0,2.0,0.0,16,0.0,1.3333333333333333,2,0.0,1,0,1,0,0,0,6,1,0,1,0,2,2,2,0,1.0,0.0,1,2,2
456,106498,368,1611,1816,2044.0,1111,2,0,0.0,3.0,1.0,295,18.0,0.972972972972973,1,0.0,0,0,1,0,0,0,6,0,0,1,0,1,1,1,0,1.0,0.0,1,1,0
457,160669,428,946,1963,6109.0,1109,0,0,0.0,0.0,1.0,57,0.0,0.0,1,0.0,1,0,0,0,2,2,4,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
458,397519,368,1611,1816,2044.0,1104,0,0,0.0,2.0,0.0,295,18.0,0.972972972972973,2,0.0,2,0,0,0,7,7,6,2,0,0,0,2,0,2,0,0.0,0.0,0,0,4
460,123890,397,1188,4322,4131.0,1111,0,0,0.0,5.0,1.0,11,0.0,2.0,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
461,49162,424,662,3432,5093.0,1111,0,0,0.1111111111111111,6.0,0.0,254,0.0,1.08,10,0.2222222222222222,9,0,1,0,0,2,4,1,0,0,0,10,30,30,2,1.0,-0.034482758620689655,3,30,270
462,49162,424,662,3432,5093.0,1111,0,0,0.1111111111111111,6.0,0.0,254,0.0,1.08,10,0.2222222222222222,9,0,1,0,0,2,5,2,0,0,0,10,30,30,2,1.0,-0.034482758620689655,3,30,270
463,49162,424,662,3432,5093.0,1111,0,0,0.1111111111111111,6.0,0.0,254,0.0,1.08,10,0.2222222222222222,9,0,1,0,0,2,6,6,0,1,0,10,30,30,2,1.0,-0.034482758620689655,3,30,270
464,49162,424,662,3432,5093.0,1111,2,0,0.1111111111111111,6.0,0.0,254,0.0,1.08,10,0.2222222222222222,9,0,1,0,0,2,4,1,0,0,0,10,30,30,2,1.0,-0.034482758620689655,3,30,270
465,49162,424,662,3432,5093.0,1111,2,0,0.1111111111111111,6.0,0.0,254,0.0,1.08,10,0.2222222222222222,9,0,1,0,0,2,5,2,0,0,0,10,30,30,2,1.0,-0.034482758620689655,3,30,270
466,49162,424,662,3432,5093.0,1111,2,0,0.1111111111111111,6.0,0.0,254,0.0,1.08,10,0.2222222222222222,9,0,1,0,0,2,6,6,0,1,0,10,30,30,2,1.0,-0.034482758620689655,3,30,270
482,49162,424,662,3432,5093.0,1109,0,0,0.1111111111111111,6.0,0.0,254,0.0,1.08,10,0.2222222222222222,9,0,1,0,0,2,4,1,0,0,0,10,30,30,2,1.0,-0.034482758620689655,3,30,270
483,49162,424,662,3432,5093.0,1109,0,0,0.1111111111111111,6.0,0.0,254,0.0,1.08,10,0.2222222222222222,9,0,1,0,0,2,5,2,0,0,0,10,30,30,2,1.0,-0.034482758620689655,3,30,270
484,49162,424,662,3432,5093.0,1109,0,0,0.1111111111111111,6.0,0.0,254,0.0,1.08,10,0.2222222222222222,9,0,1,0,0,2,6,6,0,1,0,10,30,30,2,1.0,-0.034482758620689655,3,30,270
485,49162,424,662,3432,5093.0,1110,0,0,0.1111111111111111,6.0,0.0,254,0.0,1.08,10,0.2222222222222222,9,0,1,0,0,2,4,1,0,0,0,10,30,30,2,1.0,-0.034482758620689655,3,30,270
486,49162,424,662,3432,5093.0,1110,0,0,0.1111111111111111,6.0,0.0,254,0.0,1.08,10,0.2222222222222222,9,0,1,0,0,2,5,2,0,0,0,10,30,30,2,1.0,-0.034482758620689655,3,30,270
487,49162,424,662,3432,5093.0,1110,0,0,0.1111111111111111,6.0,0.0,254,0.0,1.08,10,0.2222222222222222,9,0,1,0,0,2,6,6,0,1,0,10,30,30,2,1.0,-0.034482758620689655,3,30,270
491,223563,467,151,1056,1439.0,1111,0,0,0.0,4.0,0.0,260,30.0,3.0,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
492,119505,424,662,3432,5093.0,1111,0,1,0.14285714285714285,6.0,0.0,254,0.0,1.08,8,0.0,7,0,1,0,0,0,6,7,0,1,0,8,8,8,0,1.0,0.0,1,8,56
496,119505,424,662,3432,5093.0,1111,2,1,0.14285714285714285,6.0,0.0,254,0.0,1.08,8,0.0,7,0,1,0,0,0,6,7,0,1,0,8,8,8,0,1.0,0.0,1,8,56
500,153257,350,1661,2193,7744.0,1110,0,0,0.0,4.0,1.0,10,4.0,4.0,1,0.0,1,0,0,0,1,1,5,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
501,212607,449,40,1102,1214.0,828,0,0,0.0,4.0,0.0,82,0.0,0.1111111111111111,1,0.0,1,0,0,0,75,75,1,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
502,380864,424,662,3432,5093.0,1111,0,0,0.25,0.0,1.0,254,0.0,1.08,5,0.0,4,0,1,0,0,0,6,4,0,1,0,5,5,5,0,1.0,0.0,1,5,20
503,380864,424,662,3432,5093.0,1111,2,0,0.25,0.0,1.0,254,0.0,1.08,5,0.0,4,0,1,0,0,0,6,4,0,1,0,5,5,5,0,1.0,0.0,1,5,20
507,388379,368,1611,1816,2044.0,1111,0,0,0.0,2.0,1.0,295,18.0,0.972972972972973,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
508,186412,467,151,1056,1439.0,1111,0,0,0.0,3.0,1.0,260,30.0,3.0,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
509,211578,428,946,1963,6109.0,1104,0,0,0.0,5.0,1.0,57,0.0,0.0,1,0.0,1,0,0,0,7,7,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
510,144694,424,662,3432,5093.0,1111,0,0,0.2,0.0,0.0,254,0.0,1.08,7,0.0,5,0,1,1,0,0,6,5,0,1,1,7,7,7,0,1.0,0.0,1,7,35
514,144694,424,662,3432,5093.0,1111,3,0,0.2,0.0,0.0,254,0.0,1.08,7,0.0,5,0,1,1,0,0,6,5,0,1,1,7,7,7,0,1.0,0.0,1,7,35
515,144694,424,662,3432,5093.0,1111,2,0,0.2,0.0,0.0,254,0.0,1.08,7,0.0,5,0,1,1,0,0,6,5,0,1,1,7,7,7,0,1.0,0.0,1,7,35
517,142901,368,1611,1816,2044.0,927,0,0,0.0,3.0,1.0,295,18.0,0.972972972972973,1,0.0,1,0,0,0,45,45,3,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
518,61375,467,151,1056,1439.0,1111,0,0,0.0,4.0,1.0,260,30.0,3.0,2,0.0,2,0,0,0,0,0,6,2,0,0,0,2,0,2,0,0.0,0.0,0,0,4
520,371187,424,662,3432,5093.0,1108,0,0,0.0,3.0,0.0,254,0.0,1.08,1,0.0,1,0,0,0,3,3,3,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
521,337174,368,1611,1816,2044.0,1110,0,0,0.5,3.0,1.0,295,18.0,0.972972972972973,3,4.0,2,0,1,0,0,8,5,2,0,0,0,3,6,6,8,1.0,0.2,2,6,12
522,337174,368,1611,1816,2044.0,1110,0,0,0.5,3.0,1.0,295,18.0,0.972972972972973,3,4.0,2,0,1,0,0,8,6,0,0,1,0,3,6,6,8,1.0,0.2,2,6,12
523,337174,368,1611,1816,2044.0,1103,0,0,0.5,3.0,1.0,295,18.0,0.972972972972973,3,4.0,2,0,1,0,0,8,5,2,0,0,0,3,6,6,8,1.0,0.2,2,6,12
524,337174,368,1611,1816,2044.0,1103,0,0,0.5,3.0,1.0,295,18.0,0.972972972972973,3,4.0,2,0,1,0,0,8,6,0,0,1,0,3,6,6,8,1.0,0.2,2,6,12
525,337174,368,1611,1816,2044.0,1111,2,0,0.5,3.0,1.0,295,18.0,0.972972972972973,3,4.0,2,0,1,0,0,8,5,2,0,0,0,3,6,6,8,1.0,0.2,2,6,12
526,337174,368,1611,1816,2044.0,1111,2,0,0.5,3.0,1.0,295,18.0,0.972972972972973,3,4.0,2,0,1,0,0,8,6,0,0,1,0,3,6,6,8,1.0,0.2,2,6,12
527,380718,368,1611,1816,2044.0,1111,2,0,0.0,2.0,2.0,295,18.0,0.972972972972973,1,0.0,0,0,1,0,0,0,6,0,0,1,0,1,1,1,0,1.0,0.0,1,1,0
528,299762,467,151,1056,1439.0,1111,0,0,0.0,3.0,0.0,260,30.0,3.0,3,3.0,3,0,0,0,0,6,0,1,0,0,0,3,0,6,6,0.0,-1.2,0,0,18
529,299762,467,151,1056,1439.0,1111,0,0,0.0,3.0,0.0,260,30.0,3.0,3,3.0,3,0,0,0,0,6,6,2,0,0,0,3,0,6,6,0.0,-1.2,0,0,18
532,299762,467,151,1056,1439.0,1105,0,0,0.0,3.0,0.0,260,30.0,3.0,3,3.0,3,0,0,0,0,6,0,1,0,0,0,3,0,6,6,0.0,-1.2,0,0,18
533,299762,467,151,1056,1439.0,1105,0,0,0.0,3.0,0.0,260,30.0,3.0,3,3.0,3,0,0,0,0,6,6,2,0,0,0,3,0,6,6,0.0,-1.2,0,0,18
534,395546,467,151,1056,1439.0,1111,0,1,0.0,4.0,0.0,260,30.0,3.0,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
535,5810,424,662,3432,5093.0,1111,0,0,0.0,0.0,0.0,254,0.0,1.08,4,3.0,4,0,0,0,0,9,4,1,0,0,0,4,0,8,9,0.0,-1.2857142857142858,0,0,32
536,5810,424,662,3432,5093.0,1111,0,0,0.0,0.0,0.0,254,0.0,1.08,4,3.0,4,0,0,0,0,9,6,3,0,0,0,4,0,8,9,0.0,-1.2857142857142858,0,0,32
541,5810,424,662,3432,5093.0,1102,0,0,0.0,0.0,0.0,254,0.0,1.08,4,3.0,4,0,0,0,0,9,4,1,0,0,0,4,0,8,9,0.0,-1.2857142857142858,0,0,32
542,5810,424,662,3432,5093.0,1102,0,0,0.0,0.0,0.0,254,0.0,1.08,4,3.0,4,0,0,0,0,9,6,3,0,0,0,4,0,8,9,0.0,-1.2857142857142858,0,0,32
543,92903,368,1611,1816,2044.0,1111,2,0,0.0,3.0,0.0,295,18.0,0.972972972972973,1,0.0,0,0,1,0,0,0,6,0,0,1,0,1,1,1,0,1.0,0.0,1,1,0
544,57261,464,302,191,1766.0,1109,0,0,0.0,3.0,0.0,23,0.0,1.0,1,0.0,1,0,0,0,2,2,4,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
545,300438,467,151,1056,1439.0,1111,0,0,0.0,3.0,2.0,260,30.0,3.0,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
546,363716,449,40,1102,1214.0,621,0,0,0.0,3.0,0.0,82,0.0,0.1111111111111111,1,0.0,1,0,0,0,143,143,3,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
547,268923,368,1611,1816,2044.0,1109,0,0,0.0,3.0,1.0,295,18.0,0.972972972972973,2,2.0,2,0,0,0,0,2,4,1,0,0,0,2,0,4,2,0.0,0.6666666666666666,0,0,8
548,268923,368,1611,1816,2044.0,1109,0,0,0.0,3.0,1.0,295,18.0,0.972972972972973,2,2.0,2,0,0,0,0,2,6,1,0,0,0,2,0,4,2,0.0,0.6666666666666666,0,0,8
549,268923,368,1611,1816,2044.0,1111,0,0,0.0,3.0,1.0,295,18.0,0.972972972972973,2,2.0,2,0,0,0,0,2,4,1,0,0,0,2,0,4,2,0.0,0.6666666666666666,0,0,8
550,268923,368,1611,1816,2044.0,1111,0,0,0.0,3.0,1.0,295,18.0,0.972972972972973,2,2.0,2,0,0,0,0,2,6,1,0,0,0,2,0,4,2,0.0,0.6666666666666666,0,0,8
551,131399,368,1611,1816,2044.0,1105,0,0,0.0,0.0,1.0,295,18.0,0.972972972972973,1,0.0,1,0,0,0,6,6,0,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
552,129226,424,662,3432,5093.0,1003,0,0,0.0,0.0,0.0,254,0.0,1.08,1,0.0,1,0,0,0,39,39,2,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
